agent,result
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
forward_checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
backtracking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]"
